Observation_ID,Date,Year,Time,Behavior,Sender_ID,Sender_plumage_category,Sender_sex,Sender_age,Sender_age_exact,Receiver_ID,Receiver_sex,Receiver_age,Receiver_age_exact,Social_mate,Prev_breeding_group
OPP587,2017-08-27,2017,9H 57M 0S,Chasing,II7,Unornamented,M,1,exact,CE1,F,1,exact,0,0
OPP588,2017-08-27,2017,10H 38M 0S,Allopreening,IH0,Unornamented,F,1,exact,DG4,M,4,min,1,0
OPP589,2017-08-27,2017,9H 57M 0S,Chasing,BI9,Unornamented,F,4,min,AC1,F,1,exact,0,0
OPP590,2017-08-27,2017,9H 57M 0S,Chasing,II7,Unornamented,M,1,exact,AC1,F,1,exact,0,0
OPP591,2017-08-27,2017,11H 22M 0S,Chasing,CI5,Unornamented,F,7,exact,HG4,F,1,min,0,0
OPP592,2017-08-27,2017,11H 22M 0S,Chasing,HF2,Unornamented,F,2,min,HG4,F,1,min,NA,NA
OPP593,2017-09-12,2017,11H 30M 0S,Chasing,FD6,Ornamented,M,3,min,IA5,M,1,exact,0,0
OPP594,2017-09-17,2017,11H 16M 0S,Allopreening,DG4,Ornamented,M,4,min,IH0,F,1,exact,1,0
OPP595,2017-09-22,2017,10H 58M 0S,Chasing,IA3,Ornamented,M,6,exact,IA5,M,1,exact,0,0
OPP596,2017-09-26,2017,10H 21M 0S,Chasing,HA6,Ornamented,M,3,exact,FB8,F,2,min,0,0
OPP597,2017-09-26,2017,10H 21M 0S,Courtship,HA6,Ornamented,M,3,exact,FB8,F,2,min,0,0
OPP598,2017-09-26,2017,10H 21M 0S,Chasing,CF9,Unornamented,M,1,exact,HA6,M,3,exact,0,0
OPP599,2017-09-27,2017,6H 34M 0S,Chasing,IE6,Ornamented,M,4,exact,GE2,F,1,exact,0,0
OPP600,2017-09-27,2017,6H 34M 0S,Courtship,IE6,Ornamented,M,4,exact,GE2,F,1,exact,0,0
OPP601,2017-10-04,2017,6H 25M 0S,Chasing,CH5,Unornamented,M,1,exact,HB1,M,3,exact,0,0
OPP602,2017-10-04,2017,8H 10M 0S,Courtship,HB1,Ornamented,M,3,exact,JD0,F,1,exact,0,0
OPP603,2017-10-07,2017,9H 21M 0S,Chasing,GG4,Ornamented,M,3,exact,IE6,M,4,exact,0,0
OPP604,2017-10-07,2017,10H 43M 0S,Courtship,DB3,Ornamented,M,2,exact,CH3,F,1,exact,0,0
OPP605,2017-10-13,2017,9H 0M 0S,Courtship,DI0,Ornamented,M,6,exact,FH2,F,2,exact,0,0
OPP606,2017-10-13,2017,9H 0M 0S,Chasing,AC4,Unornamented,M,1,exact,DI0,M,6,exact,NA,0
OPP607,2017-10-14,2017,9H 33M 0S,Courtship,JC4,Ornamented,M,3,exact,JE6,F,3,min,0,0
OPP608,2017-10-14,2017,9H 33M 0S,Chasing,JC4,Ornamented,M,3,exact,JE6,F,3,min,0,0
OPP609,2017-10-14,2017,9H 33M 0S,Chasing,CB1,Ornamented,M,2,exact,JC4,M,3,exact,0,0
OPP610,2017-10-17,2017,9H 46M 0S,Courtship,DG4,Ornamented,M,4,min,FC4,F,3,exact,0,0
OPP611,2017-11-01,2017,5H 27M 0S,Courtship,FD6,Ornamented,M,3,min,GE2,F,1,exact,0,0
OPP612,2018-05-16,2018,8H 37M 0S,Chasing,JG7,Ornamented,M,5,exact,CF0,F,2,exact,0,0
OPP613,2018-05-16,2018,9H 35M 0S,Chasing,HF2,Unornamented,F,3,min,JE6,F,4,min,NA,0
OPP614,2018-05-24,2018,10H 30M 0S,Courtship,FA3,Ornamented,M,4,exact,EB2,F,5,exact,0,0
OPP615,2018-05-25,2018,8H 0M 0S,Courtship,GA5,Ornamented,M,4,exact,CD4,F,1,exact,0,0
OPP616,2018-05-25,2018,8H 0M 0S,Chasing,GA5,Ornamented,M,4,exact,CD4,F,1,exact,0,0
OPP617,2018-05-30,2018,9H 10M 0S,Chasing,IC9,Unornamented,F,2,min,CD4,F,1,exact,0,0
OPP618,2018-05-30,2018,9H 10M 0S,Chasing,JF2,Unornamented,F,2,exact,CD4,F,1,exact,0,0
OPP619,2018-06-01,2018,10H 10M 0S,Courtship,FD6,Ornamented,M,4,min,CD4,F,1,exact,0,0
OPP620,2018-06-19,2018,10H 6M 0S,Allopreening,HE7,Unornamented,M,1,exact,AG3,F,1,exact,0,0
OPP621,2018-06-20,2018,8H 18M 0S,Allopreening,EG6,Unornamented,M,1,exact,HE7,M,1,exact,0,0
OPP622,2018-06-20,2018,8H 22M 0S,Allopreening,GE4,Unornamented,M,1,exact,HE7,M,1,exact,0,0
OPP623,2018-06-21,2018,10H 48M 0S,Allopreening,BG4,Unornamented,M,2,exact,HE7,M,1,exact,0,0
OPP624,2018-06-29,2018,13H 53M 0S,Allopreening,BA8,Moulting,M,2,min,FD2,F,1,exact,0,0
OPP625,2018-07-06,2018,7H 18M 0S,Allopreening,JG7,Ornamented,M,5,exact,IC9,F,2,min,1,1
OPP626,2018-07-06,2018,9H 13M 0S,Allopreening,GG4,Ornamented,M,4,exact,DA1,F,5,exact,1,1
OPP627,2018-07-08,2018,11H 28M 0S,Courtship,JG7,Ornamented,M,5,exact,CF0,F,2,exact,0,0
OPP628,2018-07-08,2018,11H 28M 0S,Courtship,FD6,Ornamented,M,4,min,CF0,F,2,exact,0,0
OPP629,2018-07-08,2018,11H 28M 0S,Chasing,JG7,Ornamented,M,5,exact,CF0,F,2,exact,0,0
OPP630,2018-07-08,2018,11H 28M 0S,Chasing,FD6,Ornamented,M,4,min,CF0,F,2,exact,0,0
OPP631,2018-07-08,2018,11H 30M 0S,Chasing,HE7,Unornamented,M,1,exact,HE1,M,1,exact,0,0
OPP632,2018-07-11,2018,8H 2M 0S,Chasing,CD3,Unornamented,M,1,exact,CA5,F,1,exact,0,0
OPP633,2018-07-14,2018,8H 28M 0S,Chasing,GG4,Ornamented,M,4,exact,DF1,M,1,exact,0,1
OPP634,2018-07-14,2018,9H 28M 0S,Courtship,II7,Ornamented,M,2,exact,FD2,F,1,exact,0,0
OPP635,2018-07-14,2018,10H 20M 0S,Courtship,AC4,Ornamented,M,2,exact,FD2,F,1,exact,0,0
OPP636,2018-07-14,2018,11H 59M 0S,Chasing,BF7,Ornamented,M,2,exact,BA2,M,2,exact,0,NA
OPP637,2018-07-14,2018,11H 59M 0S,Chasing,IC7,Ornamented,M,6,exact,BA2,M,2,exact,0,NA
OPP638,2018-07-14,2018,11H 59M 0S,Courtship,BF7,Ornamented,M,2,exact,BA2,M,2,exact,0,NA
OPP639,2018-07-14,2018,11H 59M 0S,Courtship,IC7,Ornamented,M,6,exact,BA2,M,2,exact,0,NA
OPP640,2018-07-15,2018,8H 52M 0S,Allopreening,HB1,Ornamented,M,4,exact,EB2,F,5,exact,1,1
OPP641,2018-07-15,2018,8H 52M 0S,Allopreening,EB2,Unornamented,F,5,exact,AC2,M,1,exact,0,0
OPP642,2018-07-15,2018,9H 59M 0S,Chasing,JH4,Ornamented,M,3,exact,EB2,F,5,exact,0,0
OPP643,2018-07-15,2018,9H 59M 0S,Courtship,JH4,Ornamented,M,3,exact,EB2,F,5,exact,0,0
OPP644,2018-07-16,2018,7H 31M 0S,Allopreening,GG4,Ornamented,M,4,exact,DA1,F,5,exact,1,1
OPP645,2018-07-16,2018,11H 36M 0S,Courtship,JG7,Ornamented,M,5,exact,BF4,F,2,exact,0,0
OPP646,2018-07-16,2018,11H 50M 0S,Courtship,FD6,Ornamented,M,4,min,HE7,M,1,exact,0,0
OPP647,2018-07-16,2018,11H 50M 0S,Courtship,JG7,Ornamented,M,5,exact,HE7,M,1,exact,0,0
OPP648,2018-07-16,2018,11H 50M 0S,Courtship,GF5,Ornamented,M,2,exact,HE7,M,1,exact,0,0
OPP649,2018-07-17,2018,8H 49M 0S,Courtship,GD4,Ornamented,M,2,exact,HG6,F,3,min,NA,1
OPP650,2018-07-17,2018,8H 59M 0S,Chasing,AC4,Ornamented,M,2,exact,DD8,F,4,min,1,1
OPP651,2018-07-18,2018,11H 43M 0S,Allopreening,BA4,Unornamented,F,4,exact,EC6,M,1,exact,0,1
OPP652,2018-07-22,2018,7H 20M 0S,Chasing,FB6,Ornamented,M,4,exact,JD0,F,2,exact,1,0
OPP653,2018-07-22,2018,7H 20M 0S,Chasing,CH5,Unornamented,M,2,exact,FB6,M,4,exact,0,0
OPP654,2018-07-24,2018,8H 33M 0S,Courtship,IA7,Ornamented,M,2,exact,HJ5,F,1,exact,1,0
OPP655,2018-07-24,2018,10H 23M 0S,Courtship,HB1,Ornamented,M,4,exact,CA5,F,1,exact,0,0
OPP656,2018-07-24,2018,10H 23M 0S,Courtship,JH4,Ornamented,M,3,exact,CA5,F,1,exact,0,0
OPP657,2018-07-24,2018,10H 37M 0S,Courtship,JH4,Ornamented,M,3,exact,CA5,F,1,exact,0,0
OPP658,2018-07-24,2018,10H 45M 0S,Courtship,JH4,Ornamented,M,3,exact,HB0,F,6,min,0,0
OPP659,2018-07-24,2018,10H 54M 0S,Courtship,JH4,Ornamented,M,3,exact,HB0,F,6,min,0,0
OPP660,2018-07-27,2018,8H 26M 0S,Allopreening,AF8,Unornamented,M,1,exact,DD8,F,4,min,0,1
OPP661,2018-07-27,2018,8H 26M 0S,Allopreening,AE2,Moulting,M,1,exact,DD8,F,4,min,0,1
OPP662,2018-07-28,2018,8H 27M 0S,Allopreening,EC7,Ornamented,M,1,min,JI3,M,1,exact,0,NA
OPP663,2018-07-28,2018,8H 27M 0S,Courtship,EC7,Ornamented,M,1,min,JI3,M,1,exact,0,NA
OPP664,2018-07-28,2018,10H 3M 0S,Courtship,FB6,Ornamented,M,4,exact,HB0,F,6,min,0,0
OPP665,2018-07-28,2018,10H 20M 0S,Chasing,CH5,Unornamented,M,2,exact,HB0,F,6,min,1,0
OPP666,2018-07-29,2018,11H 47M 0S,Courtship,AJ0,Ornamented,M,6,exact,CG5,F,2,exact,0,0
OPP667,2018-07-29,2018,12H 1M 0S,Courtship,AJ0,Ornamented,M,6,exact,CG5,F,2,exact,0,0
OPP668,2018-07-29,2018,12H 1M 0S,Chasing,AJ0,Ornamented,M,6,exact,CG5,F,2,exact,0,0
OPP669,2018-07-30,2018,10H 31M 0S,Chasing,FJ6,Unornamented,M,1,exact,HB0,F,6,min,0,0
OPP670,2018-07-30,2018,10H 31M 0S,Chasing,FI5,Unornamented,F,1,exact,HB0,F,6,min,0,0
OPP671,2018-07-30,2018,10H 45M 0S,Chasing,FI5,Unornamented,F,1,exact,HB0,F,6,min,0,0
OPP672,2018-08-01,2018,9H 14M 0S,Courtship,AA3,Ornamented,M,2,min,DB0,M,1,min,NA,0
OPP673,2018-08-01,2018,9H 26M 0S,Courtship,AA3,Ornamented,M,2,min,IE0,F,5,exact,0,0
OPP674,2018-08-01,2018,9H 53M 0S,Chasing,EC7,Ornamented,M,1,min,IE0,F,5,exact,1,0
OPP675,2018-08-01,2018,9H 53M 0S,Courtship,EC7,Ornamented,M,1,min,IE0,F,5,exact,1,0
OPP676,2018-08-02,2018,8H 34M 0S,Allopreening,HA8,Unornamented,M,3,exact,IA4,M,1,exact,0,1
OPP677,2018-08-04,2018,11H 25M 0S,Courtship,EB3,Ornamented,M,2,min,CC8,F,1,min,0,0
OPP678,2018-08-07,2018,12H 32M 0S,Courtship,JH4,Ornamented,M,3,exact,IE9,F,4,exact,1,0
OPP679,2018-08-07,2018,12H 32M 0S,Courtship,JH4,Ornamented,M,3,exact,JF6,M,1,min,0,0
OPP680,2018-08-08,2018,8H 34M 0S,Allopreening,IC3,Unornamented,M,1,exact,HJ5,F,1,exact,0,0
OPP681,2018-08-08,2018,8H 46M 0S,Courtship,IA7,Ornamented,M,2,exact,DF2,M,1,exact,0,0
OPP682,2018-08-08,2018,8H 46M 0S,Chasing,DF2,Unornamented,M,1,exact,IA7,M,2,exact,0,0
OPP683,2018-08-08,2018,8H 48M 0S,Courtship,IA7,Ornamented,M,2,exact,HJ5,F,1,exact,1,0
OPP684,2018-08-08,2018,8H 57M 0S,Courtship,GA5,Ornamented,M,4,exact,HJ5,F,1,exact,0,0
OPP685,2018-08-08,2018,8H 57M 0S,Chasing,GA5,Ornamented,M,4,exact,HJ5,F,1,exact,0,0
OPP686,2018-08-08,2018,8H 57M 0S,Chasing,IA7,Ornamented,M,2,exact,HJ5,F,1,exact,1,0
OPP687,2018-08-08,2018,12H 6M 0S,Chasing,BC5,Ornamented,M,1,min,AE2,M,1,exact,0,0
OPP688,2018-07-06,2018,7H 10M 0S,Allopreening,DA1,Unornamented,F,5,exact,DF1,M,1,exact,0,1
OPP689,2018-07-06,2018,7H 10M 0S,Allopreening,DF1,Unornamented,M,1,exact,GG4,M,4,exact,0,1
OPP690,2018-07-06,2018,7H 10M 0S,Allopreening,DA1,Unornamented,F,5,exact,GG4,M,4,exact,1,1
OPP691,2018-07-13,2018,10H 19M 0S,Allopreening,HA8,Unornamented,M,3,exact,HH7,F,4,exact,1,1
OPP692,2018-08-07,2018,11H 31M 0S,Allopreening,DF1,Ornamented,M,1,exact,DA1,F,5,exact,0,1
OPP693,2018-06-17,2018,11H 16M 0S,Allopreening,HE7,Unornamented,M,1,exact,CH2,M,1,exact,0,NA
OPP694,2018-06-29,2018,8H 45M 0S,Allopreening,HG8,Unornamented,M,1,exact,CD4,F,1,exact,1,0
OPP695,2018-07-13,2018,8H 25M 0S,Chasing,FD6,Ornamented,M,4,min,DF1,M,1,exact,NA,0
OPP696,2018-07-13,2018,12H 30M 0S,Allopreening,DI4,Unornamented,F,2,min,CC8,F,1,min,0,NA
OPP697,2018-07-18,2018,11H 30M 0S,Allopreening,JI3,Unornamented,M,1,exact,CA5,F,1,exact,0,NA
OPP698,2018-07-20,2018,11H 34M 0S,Allopreening,HA8,Unornamented,M,3,exact,IA4,M,1,exact,0,1
OPP699,2018-07-21,2018,7H 29M 0S,Allopreening,CA5,Unornamented,F,1,exact,HB0,F,6,min,0,0
OPP700,2018-07-21,2018,10H 30M 0S,Allopreening,BA4,Unornamented,F,4,exact,EC6,M,1,exact,0,1
OPP701,2018-07-22,2018,7H 57M 0S,Allopreening,EC8,Ornamented,M,5,exact,BB0,M,1,exact,0,0
OPP702,2018-07-23,2018,10H 1M 0S,Allopreening,EC8,Ornamented,M,5,exact,CC1,F,1,exact,0,0
OPP703,2018-07-28,2018,8H 46M 0S,Allopreening,GG4,Ornamented,M,4,exact,DA1,F,5,exact,1,1
OPP704,2018-07-29,2018,8H 55M 0S,Allopreening,HA8,Unornamented,M,3,exact,AE7,M,2,exact,0,1
OPP705,2018-08-05,2018,10H 50M 0S,Allopreening,EF3,Unornamented,M,1,exact,CC8,F,1,min,0,NA
OPP706,2018-08-06,2018,11H 53M 0S,Allopreening,CA5,Unornamented,F,1,exact,FJ6,M,1,exact,0,NA
OPP707,2018-07-02,2018,8H 30M 0S,Allopreening,AJ0,Unornamented,M,6,exact,CG5,F,2,exact,0,0
OPP708,2018-07-20,2018,12H 25M 0S,Allopreening,EF3,Unornamented,M,1,exact,BF7,M,2,exact,0,NA
OPP709,2018-07-27,2018,11H 32M 0S,Allopreening,FB2,Unornamented,M,1,min,EF3,M,1,exact,0,NA
OPP710,2018-07-29,2018,9H 4M 0S,Allopreening,JG7,Unornamented,M,5,exact,EG6,M,1,exact,0,1
OPP711,2018-07-29,2018,9H 33M 0S,Allopreening,JG7,Unornamented,M,5,exact,EG6,M,1,exact,0,1
OPP712,2018-08-02,2018,9H 29M 0S,Chasing,HA9,Ornamented,M,4,exact,CC1,F,1,exact,0,0
OPP713,2018-08-02,2018,9H 29M 0S,Chasing,CG5,Unornamented,F,2,exact,CC1,F,1,exact,0,0
OPP714,2018-07-29,2018,9H 33M 0S,Allopreening,EG6,Unornamented,M,1,exact,HE7,M,1,exact,0,0
OPP715,2018-07-29,2018,9H 33M 0S,Allopreening,JG7,Unornamented,M,5,exact,HE7,M,1,exact,0,0
OPP716,2018-08-05,2018,8H 1M 0S,Allopreening,DF1,Ornamented,M,1,exact,DA1,F,5,exact,0,1
OPP717,2018-08-08,2018,10H 27M 0S,Allopreening,AE7,Unornamented,M,2,exact,IA4,M,1,exact,0,1
OPP718,2018-08-09,2018,7H 43M 0S,Chasing,GG4,Ornamented,M,4,exact,CG5,F,2,exact,0,0
OPP719,2018-08-09,2018,9H 4M 0S,Allopreening,IC9,Unornamented,F,2,min,EG6,M,1,exact,0,1
OPP720,2018-08-09,2018,9H 5M 0S,Allopreening,EG6,Unornamented,M,1,exact,BG4,M,2,exact,NA,1
OPP721,2018-08-09,2018,9H 5M 0S,Allopreening,IC9,Unornamented,F,2,min,BG4,M,2,exact,0,1
OPP722,2018-08-14,2018,10H 54M 0S,Allopreening,AC4,Ornamented,M,2,exact,DD8,F,4,min,1,1
OPP723,2018-08-16,2018,12H 8M 0S,Courtship,AJ0,Ornamented,M,6,exact,CG5,F,2,exact,0,0
OPP724,2018-08-16,2018,12H 8M 0S,Chasing,AJ0,Ornamented,M,6,exact,CG5,F,2,exact,0,0
OPP725,2018-08-24,2018,9H 56M 0S,Allopreening,DF4,Unornamented,M,1,exact,CB2,F,1,exact,NA,NA
OPP726,2018-08-24,2018,10H 16M 0S,Courtship,GF8,Ornamented,M,2,min,CB2,F,1,exact,0,NA
OPP727,2018-08-27,2018,8H 23M 0S,Allopreening,IA7,Ornamented,M,2,exact,HJ5,F,1,exact,1,0
OPP728,2018-08-28,2018,7H 36M 0S,Courtship,EF0,Ornamented,M,2,exact,AG3,F,1,exact,0,0
