Observation_ID,Date,Year,Day_of_year,Time,Bird_ID,Observer,Sex,Plumage_score,Plumage_group,Age,Age_exact,Alarm_calling,Allopreening,Calling,Chasing,Chipping,Courtship,Flying,Foraging,Other,Preening,Scolding,Singing,Sitting,U,Vocalizing,Observation_time,Alarm_calling_prop,Allopreening_prop,Chasing_prop,Courtship_prop,Flying_prop,Foraging_prop,Other_prop,Preening_prop,Sitting_prop,Vocalizing_prop
MMA031,2018-07-20,2018,201,1145,U09,MMA,M,85,BRIGHT,2,exact,0,29,0,0,NA,0,8,76,0,8,0,0,0,179,0,300,0,0.2396694214876033,0,0,0.06611570247933884,0.628099173553719,0,0.06611570247933884,0,0
MMA032,2018-07-20,2018,201,1015,X01,MMA,M,0,DULL,2,exact,0,0,11,0,NA,0,11,74,0,0,0,0,26,178,11,300,0,0,0,0,0.09016393442622951,0.6065573770491803,0,0,0.21311475409836064,0.09016393442622951
MMA033,2018-07-21,2018,202,732,V06,MMA,M,100,BRIGHT,2,exact,0,0,0,0,NA,0,18,59,0,21,0,0,28,174,0,300,0,0,0,0,0.14285714285714285,0.46825396825396826,0,0.16666666666666666,0.2222222222222222,0
RGT016,2018-07-22,2018,203,NA,F05,RGT,M,100,BRIGHT,2,min,0,0,0,3,NA,0,4,130,0,0,0,4,10,149,4,300,0,0,0.019867549668874173,0,0.026490066225165563,0.8609271523178808,0,0,0.06622516556291391,0.026490066225165563
MMA034,2018-07-22,2018,203,1105,L05,MMA,M,1,DULL,2,exact,0,38,0,0,NA,0,2,157,0,13,0,6,1,83,6,300,0,0.17511520737327188,0,0,0.009216589861751152,0.7235023041474654,0,0.059907834101382486,0.004608294930875576,0.027649769585253458
MMA035,2018-07-23,2018,204,1000,M01,MMA,M,100,BRIGHT,2,exact,0,0,0,0,NA,0,11,69,0,0,0,0,133,87,0,300,0,0,0,0,0.051643192488262914,0.323943661971831,0,0,0.6244131455399061,0
MMA037,2018-07-24,2018,205,700,G05,MMA,M,100,BRIGHT,2,exact,0,0,0,0,NA,0,10,111,0,0,0,3,46,130,3,300,0,0,0,0,0.058823529411764705,0.6529411764705882,0,0,0.27058823529411763,0.01764705882352941
MMA038,2018-07-24,2018,205,1123,M06,MMA,M,100,BRIGHT,2,exact,0,0,0,0,NA,9,15,56,0,8,0,0,73,139,0,300,0,0,0,0.055900621118012424,0.09316770186335403,0.34782608695652173,0,0.049689440993788817,0.453416149068323,0
RGT017,2018-07-27,2018,208,NA,H06,RGT,M,100,BRIGHT,2,exact,0,0,0,0,NA,0,10,189,0,0,0,0,28,73,0,300,0,0,0,0,0.04405286343612335,0.8325991189427313,0,0,0.12334801762114538,0
RGT018,2018-07-27,2018,208,NA,H06,RGT,M,100,BRIGHT,2,exact,0,53,0,0,NA,0,3,50,0,108,0,0,9,77,0,300,0,0.23766816143497757,0,0,0.013452914798206279,0.2242152466367713,0,0.484304932735426,0.04035874439461883,0
RGT019,2018-07-27,2018,208,NA,M01,RGT,M,100,BRIGHT,2,exact,0,0,0,4,NA,0,1,137,0,0,0,29,0,129,29,300,0,0,0.023391812865497075,0,0.005847953216374269,0.8011695906432749,0,0,0,0.1695906432748538
MMA039,2018-07-27,2018,208,1300,L05,MMA,M,2,DULL,2,exact,0,55,0,0,NA,0,7,73,0,74,0,9,82,0,9,300,0,0.18333333333333332,0,0,0.023333333333333334,0.24333333333333335,0,0.24666666666666667,0.2733333333333333,0.03
MMA040,2018-07-29,2018,210,941,W10,MMA,M,40,MOULT,2,exact,0,0,0,0,NA,0,12,86,0,0,0,2,34,166,2,300,0,0,0,0,0.08955223880597014,0.6417910447761194,0,0,0.2537313432835821,0.014925373134328358
MMA041,2018-07-29,2018,210,1150,P08,MMA,M,0,DULL,2,exact,0,2,0,3,NA,0,8,50,0,0,0,41,55,141,41,300,0,0.012578616352201259,0.018867924528301886,0,0.050314465408805034,0.31446540880503143,0,0,0.34591194968553457,0.2578616352201258
RGT021,2018-07-29,2018,210,NA,T03,RGT,M,0,DULL,1,exact,0,0,0,0,NA,0,4,75,0,0,5,0,40,176,5,300,0,0,0,0,0.03225806451612903,0.6048387096774194,0,0,0.3225806451612903,0.04032258064516129
MMA042,2018-07-31,2018,212,930,P02,MMA,M,25,MOULT,2,exact,0,0,0,0,NA,0,10,166,0,43,0,0,53,28,0,300,0,0,0,0,0.03676470588235294,0.6102941176470589,0,0.15808823529411764,0.1948529411764706,0
RGT022,2018-07-06,2018,187,NA,S03,RGT,M,100,BRIGHT,3,exact,0,0,NA,0,0,0,15,41,0,0,NA,0,120,124,0,300,0,0,0,0,0.08522727272727272,0.23295454545454544,0,0,0.6818181818181818,0
RGT023,2018-07-06,2018,187,NA,F05,RGT,M,100,BRIGHT,2,min,0,0,NA,0,0,0,2,101,0,0,NA,0,29,168,0,300,0,0,0,0,0.015151515151515152,0.7651515151515151,0,0,0.2196969696969697,0
RGT024,2018-07-06,2018,187,NA,H07,RGT,M,100,BRIGHT,4,exact,0,0,NA,5,0,0,7,120,0,0,NA,10,99,59,10,300,0,0,0.02074688796680498,0,0.029045643153526972,0.4979253112033195,0,0,0.4107883817427386,0.04149377593360996
RGT025,2018-07-07,2018,188,NA,K06,RGT,M,0,DULL,1,exact,0,0,NA,0,0,0,0,146,0,3,NA,0,0,151,0,300,0,0,0,0,0,0.9798657718120806,0,0.020134228187919462,0,0
RGT026,2018-07-11,2018,192,NA,T08,RGT,M,100,BRIGHT,6,exact,0,0,NA,0,0,0,14,131,0,0,NA,2,56,97,2,300,0,0,0,0,0.06896551724137931,0.645320197044335,0,0,0.27586206896551724,0.009852216748768473
RGT027,2018-07-13,2018,194,NA,X01,RGT,M,0,DULL,2,exact,21,0,NA,0,0,0,7,224,0,0,NA,4,30,14,4,300,0.07342657342657342,0,0,0,0.024475524475524476,0.7832167832167832,0,0,0.1048951048951049,0.013986013986013986
RGT028,2018-07-13,2018,194,NA,X01,RGT,M,0,DULL,2,exact,4,0,NA,0,0,0,3,205,0,0,NA,0,9,79,0,300,0.01809954751131222,0,0,0,0.013574660633484163,0.9276018099547512,0,0,0.04072398190045249,0
RGT029,2018-07-13,2018,194,NA,U09,RGT,M,100,BRIGHT,2,exact,0,35,NA,0,0,0,0,211,0,17,NA,0,0,37,0,300,0,0.13307984790874525,0,0,0,0.8022813688212928,0,0.06463878326996197,0,0
RGT030,2018-07-13,2018,194,NA,I01,RGT,M,0,DULL,2,exact,0,0,NA,0,0,0,16,161,0,0,NA,0,47,76,0,300,0,0,0,0,0.07142857142857142,0.71875,0,0,0.20982142857142858,0
RGT031,2018-07-13,2018,194,NA,I01,RGT,M,0,DULL,2,exact,0,0,NA,0,0,0,26,64,0,0,NA,2,136,72,2,300,0,0,0,0,0.11403508771929824,0.2807017543859649,0,0,0.5964912280701754,0.008771929824561403
RGT032,2018-07-17,2018,198,NA,I01,RGT,M,0,DULL,2,exact,0,0,NA,0,0,0,3,79,0,23,NA,0,166,29,0,300,0,0,0,0,0.01107011070110701,0.2915129151291513,0,0.08487084870848709,0.6125461254612546,0
RGT036,2018-07-22,2018,203,NA,F05,RGT,M,100,BRIGHT,2,min,0,0,NA,3,0,0,4,130,0,0,NA,4,10,149,4,300,0,0,0.019867549668874173,0,0.026490066225165563,0.8609271523178808,0,0,0.06622516556291391,0.026490066225165563
RGT037,2018-07-27,2018,208,NA,H06,RGT,M,100,BRIGHT,2,exact,0,0,NA,0,0,0,10,189,0,0,NA,0,28,73,0,300,0,0,0,0,0.04405286343612335,0.8325991189427313,0,0,0.12334801762114538,0
RGT038,2018-07-27,2018,208,NA,H06,RGT,M,100,BRIGHT,2,exact,0,53,NA,0,0,0,3,50,0,108,NA,0,9,77,0,300,0,0.23766816143497757,0,0,0.013452914798206279,0.2242152466367713,0,0.484304932735426,0.04035874439461883,0
RGT039,2018-07-27,2018,208,NA,M01,RGT,M,100,BRIGHT,2,exact,0,0,NA,4,0,0,1,137,0,0,NA,29,0,129,29,300,0,0,0.023391812865497075,0,0.005847953216374269,0.8011695906432749,0,0,0,0.1695906432748538
RGT040,2018-07-29,2018,210,NA,T03,RGT,M,0,DULL,1,exact,5,0,NA,0,0,0,4,75,0,0,NA,0,40,176,0,300,0.04032258064516129,0,0,0,0.03225806451612903,0.6048387096774194,0,0,0.3225806451612903,0
RGT041,2018-07-08,2018,189,NA,E04,RGT,M,100,BRIGHT,4,exact,0,0,NA,0,0,0,12,20,0,0,NA,0,174,94,0,300,0,0,0,0,0.05825242718446602,0.0970873786407767,0,0,0.8446601941747572,0
RGT042,2018-07-10,2018,191,NA,T09,RGT,M,0,DULL,1,min,0,0,NA,0,4,0,0,206,0,0,NA,0,33,57,4,300,0,0,0,0,0,0.8477366255144033,0,0,0.13580246913580246,0.01646090534979424
RGT043,2018-07-14,2018,195,NA,K08,RGT,M,0,DULL,1,exact,0,0,NA,0,0,0,3,120,0,3,NA,3,15,156,3,300,0,0,0,0,0.020833333333333332,0.8333333333333334,0,0.020833333333333332,0.10416666666666667,0.020833333333333332
RGT044,2018-07-17,2018,198,NA,P06,RGT,M,100,BRIGHT,3,exact,0,0,NA,0,0,0,5,209,0,0,NA,7,31,48,7,300,0,0,0,0,0.01984126984126984,0.8293650793650794,0,0,0.12301587301587301,0.027777777777777776
RGT045,2018-07-18,2018,199,NA,A06,RGT,M,100,BRIGHT,2,min,0,0,NA,0,10,0,11,63,0,0,NA,3,88,125,13,300,0,0,0,0,0.06285714285714286,0.36,0,0,0.5028571428571429,0.07428571428571429
RGT047,2018-07-21,2018,202,NA,A02,RGT,M,100,BRIGHT,4,exact,0,0,NA,0,0,0,8,135,0,4,NA,0,25,128,0,300,0,0,0,0,0.046511627906976744,0.7848837209302325,0,0.023255813953488372,0.14534883720930233,0
RGT048,2018-07-23,2018,204,NA,X01,RGT,M,0,DULL,2,exact,0,0,NA,0,0,0,0,201,0,0,NA,0,26,73,0,300,0,0,0,0,0,0.8854625550660793,0,0,0.1145374449339207,0
RGT049,2018-07-28,2018,209,NA,F07,RGT,M,0,DULL,1,exact,0,0,NA,0,0,0,0,108,0,0,NA,3,15,174,3,300,0,0,0,0,0,0.8571428571428571,0,0,0.11904761904761904,0.023809523809523808
RGT050,2018-07-28,2018,209,NA,Y09,RGT,M,100,BRIGHT,3,min,0,0,NA,0,0,0,31,98,0,25,NA,18,128,0,18,300,0,0,0,0,0.10333333333333333,0.32666666666666666,0,0.08333333333333333,0.4266666666666667,0.06
RGT051,2018-07-30,2018,211,1110,T03,RGT,M,0,DULL,1,exact,0,0,NA,0,0,0,5,137,0,0,NA,0,15,143,0,300,0,0,0,0,0.03184713375796178,0.8726114649681529,0,0,0.09554140127388536,0
RGT052,2018-07-28,2018,209,NA,A07,RGT,M,100,BRIGHT,7,min,0,0,NA,18,28,0,11,13,0,0,NA,40,95,95,68,300,0,0,0.08780487804878048,0,0.05365853658536585,0.06341463414634146,0,0,0.4634146341463415,0.33170731707317075
